,Unnamed..0,loc,created_at,latitude,longitude,username,text,text_translated,geometry,year_month,index_right,CNTR_CODE
1377,281389,Germany,2020-01-19 08:50:12+00:00,511.638.175,104.478.313,111265,"RT @riffklima: Das ist ja unsere Prognose für 2020, dass Kernkraft jetzt das große Thema wird (warum sonst wird Solar- und Windkraft nicht…","RT @riffklima: That's our prediction for 2020, that nuclear power will now be the big issue (why else wouldn't solar and wind power be...",POINT (10.4478313 51.1638175),2020-01,2,DE
1378,281393,Deutschland,2020-01-19 08:43:32+00:00,511.638.175,104.478.313,974604,"Das Ausbremsen der Windenergie ist ein ökonomisches &amp; ökologisches Desaster, denn wir brauchen alle Erneuerbaren - für Klimaschutz &amp; Zukunftsstandort. Gute Klimapolitik schafft ambitionierte Ausbaupfade statt neuer Hürden &amp; schafft die Deckel für PV, Flex-Bioenergie, Offshore ab. https://t.co/kBAUARxEP9","Slowing down wind energy is an economic and ecological disaster, because we need all renewables – for climate protection and a future location. Good climate policy creates ambitious expansion paths instead of new hurdles and eliminates the caps on PV, flex bioenergy, and offshore. https://t.co/kBAUARxEP9",POINT (10.4478313 51.1638175),2020-01,2,DE
1379,281410,Deutschland,2020-01-19 07:03:28+00:00,511.638.175,104.478.313,341439,WiNdKrAfT iSt SiChErEr aLs KeRnKrAfT https://t.co/UAW96KPaXk,Wind power is safer than nuclear power https://t.co/UAW96KPaXk,POINT (10.4478313 51.1638175),2020-01,2,DE
1380,281451,Deutschland,2020-01-18 21:50:45+00:00,511.638.175,104.478.313,504895,@AnnelieseN2 @Hallaschka_HH Sondern in der Windkraftanlage.,@AnnelieseN2 @Hallaschka_HH But in the wind turbine.,POINT (10.4478313 51.1638175),2020-01,2,DE
1381,281455,Deutschland,2020-01-18 21:35:53+00:00,511.638.175,104.478.313,266001,"@AliCologne Ich brauche keine Elektroautos. 
Und will auch kein, mit meinen Steuern subventioniertes Werk.
Ich brauche keine Windenergie. Und will auch keine, mit meinen Abgaben subventionierte Windräder in meiner Nähe.
Ich will nicht weniger fliegen.
Und fliege ganz schambefreit.","@AliCologne I don't need electric cars.
And I don't want a factory subsidized by my taxes.
I don't need wind energy. And I don't want wind turbines subsidized by my taxes near me.
I don't want to fly less.
And I fly without any shame.",POINT (10.4478313 51.1638175),2020-01,2,DE
1382,281466,Deutschland,2020-01-18 21:16:33+00:00,511.638.175,104.478.313,823349,"""Wir brauchen mehr Elektroautos!""
Aber ein Werk wollen wir nicht.

""Wir brauchen mehr Windenergie!""
Aber nicht bei mir in der Nähe.

""Wir müssen weniger Fliegen!""
Fliegen durch die ganze Welt um das zu erklären.

""Wir brauchen mehr Bio Produkte!""
Nur 5% der Deutschen kaufen bio.","""We need more electric cars!""

But we don't want a factory.

""We need more wind power!""

But not near me.

""We need to fly less!""

Fly all over the world to explain.

""We need more organic products!""

Only 5% of Germans buy organic.",POINT (10.4478313 51.1638175),2020-01,2,DE
1383,281506,Germany,2020-01-18 18:48:30+00:00,511.638.175,104.478.313,230149,"RT @hoffmannkathrin: #Windkraft Ausbau: Warum #Dänemark schafft, woran #Deutschland scheitert: Schlüssel zum Erfolg sind gesellschaftlicher…",RT @hoffmannkathrin: #WindPowerExpansion: Why #Denmark succeeds where #Germany fails: Key to success is social…,POINT (10.4478313 51.1638175),2020-01,2,DE
1384,281531,Germany,2020-01-18 15:38:35+00:00,511.638.175,104.478.313,627540,"Windenergie
aus der Alpenrepublik Österreich
https://t.co/APYtE0BrS7 https://t.co/Qlf9HT50T7","Wind energy
from the Alpine Republic of Austria
https://t.co/APYtE0BrS7 https://t.co/Qlf9HT50T7",POINT (10.4478313 51.1638175),2020-01,2,DE
1385,281542,Deutschland,2020-01-18 14:34:56+00:00,511.638.175,104.478.313,97339,"RT @julia_verlinden: Beim #Kohleausstieg nicht in die #Erdgas-Falle tappen!
Jetzt #Gaswende einleiten: Verbrauch drastisch senken sowie fos…","RT @julia_verlinden: Don't fall into the #naturalgas trap when #phasing out coal!
Initiate the #gas transition now: drastically reduce consumption and...",POINT (10.4478313 51.1638175),2020-01,2,DE
1386,281555,Deutschland,2020-01-18 12:42:51+00:00,511.638.175,104.478.313,249733,RT @dermauricekuhn: Treffendes Bild heute bei #dieUhrtickt vor der #CDURlp Zentrale in #Mainz. Wie sieht eigentlich der Mut der @cdurlp bei…,RT @dermauricekuhn: A striking image today at #dieUhrtickt in front of the #CDURlp headquarters in #Mainz. What does the courage of the @cdurlp actually look like at…,POINT (10.4478313 51.1638175),2020-01,2,DE
1387,281568,Deutschland,2020-01-18 11:36:41+00:00,511.638.175,104.478.313,830436,"""Fukushima"" &amp; co nachrichten wurde gerade veröffentlicht! https://t.co/LZ40twllWv Vielen Dank an @SpiritOnline_de @RolandTichy @Benzingeruch #antiatom #windenergie","""Fukushima"" and other news just released! https://t.co/LZ40twllWv Many thanks to @SpiritOnline_de @RolandTichy @Benzingeruch #antiatom #windenergie",POINT (10.4478313 51.1638175),2020-01,2,DE
1388,281614,Deutschland,2020-01-18 07:47:38+00:00,511.638.175,104.478.313,517272,"Diese Augenwischerei muss aufhören, Windkraft und Solar wird nie den steigenden Strombedarf decken können! Unsere Politiker setzen unseren Wohlstand aufs Spiel....wir müssen daneben auf die Atomkraft setzen! 
https://t.co/9bRFXFTfBH https://t.co/HSieMQvsRX","This eyewash must stop. Wind power and solar will never be able to meet the rising demand for electricity! Our politicians are jeopardizing our prosperity...we must rely on nuclear power alongside it!
https://t.co/9bRFXFTfBH https://t.co/HSieMQvsRX",POINT (10.4478313 51.1638175),2020-01,2,DE
1389,281633,Deutschland,2020-01-18 01:48:25+00:00,511.638.175,104.478.313,701821,"RT @echseBerlin: @ChristophBeisl1 @Luisamneubauer @Ende__Gelaende @parents4future @greenpeace_de #Co2Preis im #Zertifikathandel anheben, da…",RT @echseBerlin: @ChristophBeisl1 @Luisamneubauer @Ende__Gelaende @parents4future @greenpeace_de Raise #Co2 price in #certificate trading because…,POINT (10.4478313 51.1638175),2020-01,2,DE
1390,281658,Deutschland,2020-01-17 21:41:05+00:00,511.638.175,104.478.313,728802,RT @HalleVerkehrt: @kreichhorn GEIL! Ende 2018 hab ich das noch als ferne Zukuntfsvision hier auf Twitter rumgeschickt. Und wieso kommt so…,"RT @HalleVerkehrt: @kreichhorn AWESOME! At the end of 2018, I posted this on Twitter as a distant vision of the future. And why is it so…",POINT (10.4478313 51.1638175),2020-01,2,DE
1391,281665,Deutschland,2020-01-17 21:25:55+00:00,511.638.175,104.478.313,546978,"Windmühlen sind schön ... Dieses Exemplar steht in Schweden 😍
#sverige #schweden #windmill #germanroamers #traveldiary #sverige🇸🇪 #sweden #travelgoals #traveldestination #schweden #windmühle #clouds… https://t.co/VAw3QdTRW8","Windmills are beautiful... This one is in Sweden 😍
#sverige #schweden #windmill #germanroamers #traveldiary #sverige🇸🇪 #sweden #travelgoals #traveldestination #schweden #windmühle #clouds… https://t.co/VAw3QdTRW8",POINT (10.4478313 51.1638175),2020-01,2,DE
1392,281671,Germany,2020-01-17 21:03:53+00:00,511.638.175,104.478.313,857808,"@HappeOhneZiffer @ChristophBeisl1 @hhjak @Luisamneubauer @Ende__Gelaende @parents4future @greenpeace_de Noch 'ne Idee zu Agro: 
Langer Atem - nicht nur für Windkraft - Südhessen Morgen https://t.co/VYqrlBePzn","@HappeOhneZiffer @ChristophBeisl1 @hhjak @Luisamneubauer @Ende__Gelaende @parents4future @greenpeace_de Another idea on agriculture:
Long-term planning - not just for wind power - South Hesse Morning https://t.co/VYqrlBePzn",POINT (10.4478313 51.1638175),2020-01,2,DE
1393,281740,Deutschland,2020-01-17 17:00:37+00:00,511.638.175,104.478.313,117867,RT @JostAusSoest: @heutejournal @PIK_Klima 40 Milliarden (allein für die vier Revierländer) / 20.000 Beschäftigte = 2.000.000 Euro pro Pers…,"RT @JostAusSoest: @heutejournal @PIK_Klima 40 billion (for the four mining states alone) / 20,000 employees = 2,000,000 euros per person…",POINT (10.4478313 51.1638175),2020-01,2,DE
1394,281750,Deutschland,2020-01-17 16:18:19+00:00,511.638.175,104.478.313,758479,"@RMVdialog warum ist der Fahrkartenautomat an der Haltestelle Darmstadt Windmühle abgebaut worden? Hab da immer gerne meine Fahrkarten gelöst, da der Bus den ich nehme immer extrem voll ist.","@RMVdialog Why was the ticket machine at the Darmstadt Windmühle stop removed? I always liked buying my tickets there, as the bus I take is always extremely crowded.",POINT (10.4478313 51.1638175),2020-01,2,DE
1395,281759,Deutschland,2020-01-17 15:51:00+00:00,511.638.175,104.478.313,664564,"RT @COMPACTMagazin: Luisa #Neubauer vor dem Club Hamburger Wirtschaftsjournalisten: „Wir haben mit #Siemens angefangen, und es wird mit and…","RT @COMPACTMagazin: Luisa #Neubauer at the Hamburg Business Journalists' Club: ""We started with #Siemens, and we'll continue with other...",POINT (10.4478313 51.1638175),2020-01,2,DE
1396,281802,Deutschland,2020-01-17 13:52:28+00:00,511.638.175,104.478.313,652181,"@HerrmannPierre @mzjacobson Windenergie über das Stromnetz, ist gegen PV plus Akku vor Ort, nicht konkurrenzfähig (Sommerhalbjahr).
Windenergie über das Stromnetz, ist gegen Windgas mit Brennstoffzelle nicht konkurrenzfähig (Winterhalbjahr).
Schon jetzt verliert Windenergie gegen PV fast jede Ausschreibung","@HerrmannPierre @mzjacobson Wind energy via the grid is not competitive with PV plus on-site batteries (summer half-year).
Wind energy via the grid is not competitive with wind gas with fuel cells (winter half-year).
Wind energy is already losing almost every tender to PV",POINT (10.4478313 51.1638175),2020-01,2,DE
1397,281811,Deutschland,2020-01-17 13:09:08+00:00,511.638.175,104.478.313,81997,"Wo gab es die erste Windkraftanlage? Wieviel PV-Leistung gab es 1990…? Wir haben mal einen kleinen geschichtlichen Überblick zu Erneuerbaren Energien zusammengetragen. #Strom #Erneuerbare #Energiewende 
https://t.co/J3HhdOOIws","Where was the first wind turbine? How much PV capacity was there in 1990? We've put together a brief historical overview of renewable energies. #Electricity #Renewables #EnergyTransition
https://t.co/J3HhdOOIws",POINT (10.4478313 51.1638175),2020-01,2,DE
1398,281818,Germany,2020-01-17 13:00:29+00:00,511.638.175,104.478.313,341846,"Drohende Verschrottungswelle in Rheinland-Pfalz: Die Luft für Windräder wird dünner
https://t.co/OqPRG7Jpno
#Windenergie #Repowering","Impending wave of scrapping in Rhineland-Palatinate: The air is getting thinner for wind turbines
https://t.co/OqPRG7Jpno
#Windenergy #Repowering",POINT (10.4478313 51.1638175),2020-01,2,DE
1399,281831,Deutschland,2020-01-17 12:13:22+00:00,511.638.175,104.478.313,236208,"@ChristophBeisl1 @Luisamneubauer @Ende__Gelaende @parents4future @greenpeace_de #Co2Preis im #Zertifikathandel anheben, dann schalten die ihre Kohleblöcke von ganz alleine ab. Schneller und ohne Steuermilliarden.

2019: Millionen Menschen gehen für mehr #Klimaschutz auf die Straße. Die @cducsubt wickelt die #Windkraft ab und verlängert Kohlemeiler bis 2038🤦","@ChristophBeisl1 @Luisamneubauer @Ende__Gelaende @parents4future @greenpeace_de Raise the #CO2 price in #certificatetrading, and they'll shut down their coal plants all by themselves. Faster and without billions in tax dollars.

2019: Millions of people take to the streets for more #climateprotection. The @cducsubt is winding down #wind power and extending coal-fired power plants until 2038🤦",POINT (10.4478313 51.1638175),2020-01,2,DE
1400,281858,Germany,2020-01-17 11:13:40+00:00,511.638.175,104.478.313,413350,"RT @RaykAnders: ""Netzausbau für Windenergie stockt""
""Rückkehr zur Atomkraft denkbar""
Wir können keine Stromleitungen von Norden nach Süden…","RT @RaykAnders: ""Grid expansion for wind energy stalls""
""Return to nuclear power conceivable""
We can't build power lines from north to south...",POINT (10.4478313 51.1638175),2020-01,2,DE
1401,281901,Germany,2020-01-17 09:22:27+00:00,511.638.175,104.478.313,582513,@BMWi_Bund @peteraltmaier @SvenjaSchulze68 @OlafScholz @BMF_Bund @bmu In der Windkraft und Solarindustrie gehen Arbeitsplätze verloren und ich soll mich als Bürger noch mehr ins Zeug legen? Tut mir leid. Den Solardeckel und die Abstandsregelung bekomme ich alleine nicht gehoben. Sie könnten ja mal mit anfassen... und zwar noch in dieser Dekade!,"@BMWi_Bund @peteraltmaier @SvenjaSchulze68 @OlafScholz @BMF_Bund @bmu Jobs are being lost in the wind power and solar industries, and I, as a citizen, am supposed to do even more? I'm sorry. I can't lift the solar cap and the distance rule on my own. You could lend a hand... and do it this decade!",POINT (10.4478313 51.1638175),2020-01,2,DE
1402,281915,Deutschland,2020-01-17 08:55:54+00:00,511.638.175,104.478.313,888892,"Mehr Windkraft für die Energiewende: Warum Dänemark schafft, woran Deutschland scheitert https://t.co/rKlOZW4CQ8",More wind power for the energy transition: Why Denmark succeeds where Germany fails https://t.co/rKlOZW4CQ8,POINT (10.4478313 51.1638175),2020-01,2,DE
1403,281930,Deutschland,2020-01-17 08:37:12+00:00,511.638.175,104.478.313,712034,"@heutejournal @PIK_Klima 40 Milliarden (allein für die vier Revierländer) / 20.000 Beschäftigte = 2.000.000 Euro pro Person.
Aber in den Zukunftstechnologien wie Windkraft &amp; Solarenergie wird Kahlschlag betrieben und es gehen viel mehr Arbeitsplätze verloren!
#notmyKohlekompromiss","@heutejournal @PIK_Klima 40 billion (for the four coal mining states alone) / 20,000 employees = 2,000,000 euros per person.

But in future technologies like wind power and solar energy, clear-cutting is taking place, and many more jobs are being lost!

#notmycoalcompromise",POINT (10.4478313 51.1638175),2020-01,2,DE
1404,281934,Deutschland,2020-01-17 08:33:27+00:00,511.638.175,104.478.313,712034,"@bmu @markwege @SvenjaSchulze68 Soll das ein Witz sein? Für max. 20.000 Beschädftigte werden über 40 Milliarden bereitgestellt - aber die Zukunftstechnologien wie Solarenergie und Windkraft werden torpediert? Dort stehen VIEL mehr Arbeitsplätze auf dem Spiel!
Und ganz nebenbei wäre auch dem Klima geholfen!","@bmu @markwege @SvenjaSchulze68 Is this a joke? Over 40 billion is being provided for a maximum of 20,000 employees – but future technologies like solar energy and wind power are being torpedoed? Far more jobs are at stake there!
And, incidentally, the climate would also be helped!",POINT (10.4478313 51.1638175),2020-01,2,DE
1405,281938,Deutschland,2020-01-17 08:29:39+00:00,511.638.175,104.478.313,712034,"40 Milliarden (allein für die vier Revierländer) / 20.000 Beschäftigte = 2.000.000 Euro pro Person.
Aber in den Zukunftstechnologien wie Windkraft &amp; Solarenergie wird Kahlschlag betrieben und es gehen viel mehr Arbeitsplätze verloren!
#notmyKohlekompromiss
https://t.co/cYgXkBQVJE","40 billion (for the four coal mining states alone) / 20,000 employees = 2,000,000 euros per person.

But future technologies like wind power and solar energy are being completely wiped out, and many more jobs are being lost!

#notmycoalcompromise
https://t.co/cYgXkBQVJE",POINT (10.4478313 51.1638175),2020-01,2,DE
1406,281947,Germany,2020-01-17 08:16:54+00:00,511.638.175,104.478.313,111265,"RT @M_Hundhausen: Und dazu kommt: Kohle zerstört Umwelt, Windkraft schützt sie. Absurd, was #groko uns da zumutet https://t.co/FQ9kfb04lw","RT @M_Hundhausen: And on top of that: coal destroys the environment, while wind power protects it. Absurd what #groko is asking of us. https://t.co/FQ9kfb04lw",POINT (10.4478313 51.1638175),2020-01,2,DE
1407,281972,Deutschland,2020-01-17 07:32:06+00:00,511.638.175,104.478.313,723040,"RT @BWEeV: Dänemark schafft, woran Deutschland scheitert: Es gibt in Dänemark einen gesellschaftlichen Konsens für #Windenergie. Und eine b…",RT @BWEeV: Denmark succeeds where Germany fails: There is a social consensus in Denmark for #windenergy. And a b…,POINT (10.4478313 51.1638175),2020-01,2,DE
1408,282011,Deutschland,2020-01-17 06:20:06+00:00,511.638.175,104.478.313,827303,"@ZDFheute Das geht schon 2025. Solarpanele, Windkraft aus verschiedenen Quellen, genauso Wasserkraft und auch Gravitationsenergie. Gerne selber informieren: https://t.co/BAluZRpuCt","@ZDFheute This will be possible by 2025. Solar panels, wind power from various sources, as well as hydropower and gravitational energy. Feel free to find out more: https://t.co/BAluZRpuCt",POINT (10.4478313 51.1638175),2020-01,2,DE
1409,282156,Deutschland,2020-01-16 21:12:08+00:00,511.638.175,104.478.313,469864,"Wir sollten alle viel netter zu Bauern sein! 

Immerhin steigen wir aus Kohle und Kernenergie aus, haben die Solarenergie den Chinesen überlassen und der Windkraft den Todesstoß versetzt.

Sagen wir wie es ist: 

Wir sind auf dem Weg zur mittelalterlichen Agrargesellschaft.","We should all be much nicer to farmers!

After all, we're phasing out coal and nuclear power, have left solar energy to the Chinese, and dealt a fatal blow to wind power.

Let's face it:

We're on the way to a medieval agrarian society.",POINT (10.4478313 51.1638175),2020-01,2,DE
1410,282223,Deutschland,2020-01-16 19:57:45+00:00,511.638.175,104.478.313,30258,"@akivoeg @ZDFheute Oder... was viel wahrscheinlicher ist, sogar mit absoluter Sicherheit, beziehen wir aus alternativen Quellen den Strom? Windkraft z.B?","@akivoeg @ZDFheute Or... what's much more likely, even with absolute certainty, will we get our electricity from alternative sources? Wind power, for example?",POINT (10.4478313 51.1638175),2020-01,2,DE
1411,282259,Germany,2020-01-16 19:09:57+00:00,511.638.175,104.478.313,627540,"Windenergie
aus der Alpenrepublik Österreich
https://t.co/APYtE0BrS7 https://t.co/zA1jJczLQS","Wind energy
from the Alpine Republic of Austria
https://t.co/APYtE0BrS7 https://t.co/zA1jJczLQS",POINT (10.4478313 51.1638175),2020-01,2,DE
1412,282311,Deutschland,2020-01-16 16:33:03+00:00,511.638.175,104.478.313,880756,"RT @Joerg_Rehmann: „Dörfer müssen weg!“
FFF fordert Beseitigung von Dörfern für #Windkraft- und schrieb zuvor von „Infrarot-Strahlung von W…","RT @Joerg_Rehmann: ""Villages must go!""
FFF calls for the removal of villages for #wind power and previously wrote about ""infrared radiation from wind...",POINT (10.4478313 51.1638175),2020-01,2,DE
1413,282336,Deutschland,2020-01-16 15:45:56+00:00,511.638.175,104.478.313,736534,"RT @KlimawendeK: Wie viel Photovoltaik in Köln und Windkraft im Rheinland muss die @RheinEnergie hinzubauen, damit sie die Stadt @Koeln mit…",RT @KlimawendeK: How much photovoltaics in Cologne and wind power in the Rhineland does @RheinEnergie need to add to supply the city of @Koeln with…,POINT (10.4478313 51.1638175),2020-01,2,DE
1414,282368,Germany,2020-01-16 14:22:30+00:00,511.638.175,104.478.313,111265,"RT @joerg_spengler: #Kohleausstieg: 
""Am Ende werden 40 Mrd € für den Erhalt von nicht einmal 50.000 Arbeitsplätzen eingesetzt."" Wir sollte…","RT @joerg_spengler: #CoalExit:
""In the end, €40 billion will be used to save fewer than 50,000 jobs."" We should…",POINT (10.4478313 51.1638175),2020-01,2,DE
1415,282383,Deutschland,2020-01-16 13:40:15+00:00,511.638.175,104.478.313,734650,"Heute 18 Uhr ist eine Bürgerinformationveranstaltung zum geplanten Windpark Lußhardt. Die große Mehrheit der Bürger lehnt das nicht ab, die anderen schreien nur lauter!
 https://t.co/rSn7ft9dqm","Today at 6 p.m. there will be a public information meeting on the planned Lußhardt wind farm. The vast majority of residents don't oppose it; the others are just shouting louder!
https://t.co/rSn7ft9dqm",POINT (10.4478313 51.1638175),2020-01,2,DE
1416,282398,Germany,2020-01-16 13:00:33+00:00,511.638.175,104.478.313,257781,"Ebert Erneuerbare Energien veräußert Teilabschnitt des Windpark Grohnde mit 10,35 MW an Trianel - Ca... https://t.co/nPMsuKuM1q",Ebert Renewable Energies sells part of the 10.35 MW Grohnde wind farm to Trianel - Ca... https://t.co/nPMsuKuM1q,POINT (10.4478313 51.1638175),2020-01,2,DE
1417,282413,Deutschland,2020-01-16 12:18:26+00:00,511.638.175,104.478.313,880756,"„Dörfer müssen weg!“
FFF fordert Beseitigung von Dörfern für #Windkraft- und schrieb zuvor von „Infrarot-Strahlung von Windrädern“
Wann kommt die Forderung „Landbewohner müssen weg“? https://t.co/jlEZgTz3A6 https://t.co/MhjiujgDpS","""Villages must go!""
FFF calls for the removal of villages for #wind power – and previously wrote about ""infrared radiation from wind turbines.""
When will the demand ""Rural residents must go"" come? https://t.co/jlEZgTz3A6 https://t.co/MhjiujgDpS",POINT (10.4478313 51.1638175),2020-01,2,DE
1418,282429,Deutschland,2020-01-16 11:48:51+00:00,511.638.175,104.478.313,802538,"@KernenergieNews @weigl_ @NZZ Richtig, die Windenergie ist jedenfalls kein Ersatz für fossile Brennstoffe. 
https://t.co/zswOObzuSU","@KernenergieNews @weigl_ @NZZ Correct, wind energy is certainly not a substitute for fossil fuels.
https://t.co/zswOObzuSU",POINT (10.4478313 51.1638175),2020-01,2,DE
1419,282438,Deutschland,2020-01-16 11:28:01+00:00,511.638.175,104.478.313,922061,@sedremier @TiloJung Wieviel km2 Wald muss abgeholzt werden um den Energiewegfall mit Windkraft auszugleichen und wieviel co2 wird dadurch freigesetzt ?,@sedremier @TiloJung How many km2 of forest must be cleared to compensate for the loss of energy from wind power and how much CO2 is released as a result?,POINT (10.4478313 51.1638175),2020-01,2,DE
1420,282488,Deutschland,2020-01-16 09:51:48+00:00,511.638.175,104.478.313,390005,"@Schmidtlepp Wer entschädigt eigentlich die tausenden Arbeiter, die ihren Job in der Windkraft- und Solarenergie verloren haben?",@Schmidtlepp Who actually compensates the thousands of workers who lost their jobs in the wind and solar energy sectors?,POINT (10.4478313 51.1638175),2020-01,2,DE
1421,282506,Deutschland,2020-01-16 09:07:16+00:00,511.638.175,104.478.313,974604,RT @peter_simone: Zusammen für einen zukunftsfähigen Industriestandort und Klimaschutz: BEE und Stiftung #Offshore-#Windenergie. Für den #E…,RT @peter_simone: Together for a sustainable industrial location and climate protection: BEE and the #Offshore-#Windenergie Foundation. For the #E…,POINT (10.4478313 51.1638175),2020-01,2,DE
1422,282529,Deutschland,2020-01-16 07:55:52+00:00,511.638.175,104.478.313,969365,"Deutliche Vereinfachung der #Regulierung im #Energiemarkt fordert Wissenschaftsinitiative #Esys: mehr dezentrale systemdienliche #Stromerzeugung, Festhalten am #Netzausbau, höherer #CO2-Preis, #PowerToGas, Speicher, mehr Windkraft auch an Land.
So @cschaudwet @TspBackgroundEK","The scientific initiative #Esys calls for a significant simplification of #regulation in the #energy market: more decentralized, system-friendly #power generation, continued #grid expansion, higher #CO2 prices, #PowerToGas, storage, and more onshore wind power.
@cschaudwet @TspBackgroundEK",POINT (10.4478313 51.1638175),2020-01,2,DE
1423,282538,Deutschland,2020-01-16 07:36:49+00:00,511.638.175,104.478.313,437903,"RT @KoelleForFuture: ""Pariser Klimaziele werden erreicht"" twittert MP #Laschet.
Na, da sind wir aber beruhigt!

#NichtMeinKlimapaket
#kohle…","RT @KoelleForFuture: ""Paris climate goals will be achieved,"" tweets MP #Laschet.
Well, that's a relief!

#NotMyClimatePackage
#coal…",POINT (10.4478313 51.1638175),2020-01,2,DE
1424,282554,Deutschland,2020-01-16 06:46:02+00:00,511.638.175,104.478.313,156627,"RT @ChristophBeisl1: bis spätestens 2030.
Besser wäre ein Komplettausstieg bis 2025, das wäre auch möglich, wenn man der Windkraft wieder e…","RT @ChristophBeisl1: by 2030 at the latest.
A complete phase-out by 2025 would be better, which would also be possible if wind power were given a new lease of life.",POINT (10.4478313 51.1638175),2020-01,2,DE
1425,282560,Germany,2020-01-16 06:26:40+00:00,511.638.175,104.478.313,902468,RT @jdoeschner: Seit 2017 hat d #Windkraft-Branche knapp 30.000 #Arbeitsplätze verloren - für d #Kohleaustieg bis 2038(!) wurden zur Abfede…,"RT @jdoeschner: Since 2017, the #windpower industry has lost almost 30,000 #jobs - to cushion the #coal phase-out by 2038(!)...",POINT (10.4478313 51.1638175),2020-01,2,DE
1426,282564,Deutschland,2020-01-15 22:39:30+00:00,511.638.175,104.478.313,728802,"@juramarvers @kurtsundgut Wie viele Menschen *wissen*, dass wir innerhalb weniger Jahre die PV + Windkraft verzehnfachen und den Energiebedarf halbieren müssen? Wie viele jammern noch ""im winter bla Radfahren""? Oder ""nur noch 3x im Jahr fliegen""?","@juramarvers @kurtsundgut How many people *know* that we need to increase PV and wind power tenfold and halve energy demand within a few years? How many are still complaining about ""cycling in the winter""? Or ""only flying three times a year""?",POINT (10.4478313 51.1638175),2020-01,2,DE
1427,282576,Deutschland,2020-01-15 20:40:58+00:00,511.638.175,104.478.313,974604,"RT @BWEeV: Die Präsidentin unseres Dachverbands @bEEmerkenswert, @peter_simone, macht im Interview mit @DLF klar: "" Wir brauchen ein Zeit u…","RT @BWEeV: The president of our umbrella organization @bEEmerkenswert, @peter_simone, makes it clear in an interview with @DLF: ""We need a time and...",POINT (10.4478313 51.1638175),2020-01,2,DE
1428,282580,Deutschland,2020-01-15 19:53:52+00:00,511.638.175,104.478.313,28568,„Landesregierung Hessen: Für den Geo Naturpark Breuberg - gegen den Windpark” - Jetzt unterschreiben! https://t.co/d2XMV4AJvU via @ChangeGER,"""State Government of Hesse: For the Breuberg Geo Nature Park - against the wind farm"" - Sign now! https://t.co/d2XMV4AJvU via @ChangeGER",POINT (10.4478313 51.1638175),2020-01,2,DE
1429,282596,Deutschland,2020-01-15 18:07:50+00:00,511.638.175,104.478.313,95718,"Die #CDU will den #Solardeckel nur abschaffen, wenn die #SPD Zugeständnisse zu Einschnitten bei der #Windkraft macht. 
Das stößt auf heftige Kritik in der #Solarbranche, bei #Handwerks- und #Energieverbände und bei #Umwelt- und #Verbraucherschützern.

https://t.co/Xmf3d73ZYb https://t.co/sffnFe4DmA","The #CDU only wants to abolish the #solar cap if the #SPD makes concessions on cuts to #wind power.

This has met with fierce criticism from the #solar industry, #trade and #energy associations, and #environmental and #consumer advocates.

https://t.co/Xmf3d73ZYb https://t.co/sffnFe4DmA",POINT (10.4478313 51.1638175),2020-01,2,DE
1430,282608,Deutschland,2020-01-15 16:30:00+00:00,511.638.175,104.478.313,380205,Durch #Energiewende und Umstieg auf erneuerbare Energien steigt auch der allgemeine Bedarf an grünem #Strom ⚡❗ Experten warnen vor einer #Ökostrom-Lücke 😮 #Solarenergie und #Windkraft benötigen einen Schub 🌬🌞https://t.co/Uh72qKNO20,"Due to the #energytransition and the switch to renewable energies, the general demand for green #electricity is also increasing ⚡❗ Experts warn of a #greenelectricity gap 😮 #Solarenergy and #windpower need a boost 🌬🌞https://t.co/Uh72qKNO20",POINT (10.4478313 51.1638175),2020-01,2,DE
1431,282612,Germany,2020-01-15 16:08:30+00:00,511.638.175,104.478.313,111296,"Zumal es auch wenig Sinn macht,da,wo dichte Wälder und wenig Durchschnitts-Windaufkommen vorhanden sind,überhaupt Windenergie zu  gewinnen. 
Erfahrungsgemäß gibt es in den Küstenbereichen das meiste regelmäßige Windaufkommen. 

Auf Sylt weht auch immer eine steife Brise.... https://t.co/hvWd9QjHwh","Especially since it makes little sense to generate wind energy where there are dense forests and low average wind speeds.

Experience has shown that the most regular wind speeds occur in coastal areas.

There's always a stiff breeze on Sylt... https://t.co/hvWd9QjHwh",POINT (10.4478313 51.1638175),2020-01,2,DE
1432,282618,Deutschland,2020-01-15 15:41:54+00:00,511.638.175,104.478.313,111375,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","RT @olivergorus: Did you know,

* that a 2 MW wind turbine consists of approximately 250 tons of steel?

* that the production of 1 ton of steel requires 0.5 tons of coal?…",POINT (10.4478313 51.1638175),2020-01,2,DE
1433,282622,Deutschland,2020-01-15 15:18:13+00:00,511.638.175,104.478.313,863879,RT @phdsun: Fossile KWK wird in Deutschland bis zu 7-mal stärker gefördert als Photovoltaik. Eindeutig falsche Prioritätensetzung oder Unte…,RT @phdsun: Fossil CHP is subsidized up to seven times more in Germany than photovoltaics. Clearly wrong prioritization or under...,POINT (10.4478313 51.1638175),2020-01,2,DE
