,Unnamed: 0.1,Unnamed: 0,Unnamed..0,loc,created_at,latitude,longitude,username,text,text_translated,geometry,year_month,index_right,CNTR_CODE,Number of Posts,Topics
2079,2079,2080.0,282299.0,Deutschland,2020-01-16 17:00:55+00:00,511.638.175,104.478.313,183749.0,"RT @VQuaschning: Kleiner Funfact zum #Kohleausstieg: Regierung plant so wenig #Photovoltaik und #Windkraft, dass Kohleausstieg gar nicht re…",rt @ vquaschning : little fun fact # coal phase-out : government planning little # photovoltaics # wind power coal phase-out even rea ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,27
2080,2080,2081.0,282311.0,Deutschland,2020-01-16 16:33:03+00:00,511.638.175,104.478.313,880756.0,"RT @Joerg_Rehmann: „Dörfer müssen weg!“
FFF fordert Beseitigung von Dörfern für #Windkraft- und schrieb zuvor von „Infrarot-Strahlung von W…",rt @ joerg_rehmann : `` villages must go !  fff calls removal villages # wind power previously wrote `` infrared radiation wind ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2081,2081,2082.0,282319.0,Deutschland,2020-01-16 16:18:45+00:00,511.638.175,104.478.313,560351.0,"RT @RaykAnders: ""Netzausbau für Windenergie stockt""
""Rückkehr zur Atomkraft denkbar""
Wir können keine Stromleitungen von Norden nach Süden…",rt @ raykanders : `` grid expansion wind energy stalls   return nuclear power conceivable  ca nt build power lines north south ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,16
2082,2082,2083.0,282324.0,Germany,2020-01-16 16:10:30+00:00,511.638.175,104.478.313,470228.0,"RT @VQuaschning: Kleiner Funfact zum #Kohleausstieg: Regierung plant so wenig #Photovoltaik und #Windkraft, dass Kohleausstieg gar nicht re…",rt @ vquaschning : little fun fact # coal phase-out : government planning little # photovoltaics # wind power coal phase-out even rea ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,27
2083,2083,2084.0,282330.0,Deutschland,2020-01-16 15:58:53+00:00,511.638.175,104.478.313,963726.0,"RT @RaykAnders: ""Netzausbau für Windenergie stockt""
""Rückkehr zur Atomkraft denkbar""
Wir können keine Stromleitungen von Norden nach Süden…",rt @ raykanders : `` grid expansion wind energy stalls   return nuclear power conceivable  ca nt build power lines north south ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,16
2084,2084,2085.0,282336.0,Deutschland,2020-01-16 15:45:56+00:00,511.638.175,104.478.313,736534.0,"RT @KlimawendeK: Wie viel Photovoltaik in Köln und Windkraft im Rheinland muss die @RheinEnergie hinzubauen, damit sie die Stadt @Koeln mit…",rt @ klimawendek : much photovoltaics cologne wind power rhineland @ rheinenergie need add supply city @ koeln with…,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2085,2085,2086.0,282356.0,Deutschland,2020-01-16 15:06:31+00:00,511.638.175,104.478.313,995667.0,RT @carla_reemtsma: Eine Handvoll besorgte Bürger haben Angst vor angeblichen Windradwellen und gleich kommen Politiker um die Ecke &amp; beend…,"rt @ carla_reemtsma : handful concerned citizens afraid alleged wind turbine waves , politicians come around corner & amp ; end ...",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,67
2086,2086,2087.0,282368.0,Germany,2020-01-16 14:22:30+00:00,511.638.175,104.478.313,111265.0,"RT @joerg_spengler: #Kohleausstieg: 
""Am Ende werden 40 Mrd € für den Erhalt von nicht einmal 50.000 Arbeitsplätzen eingesetzt."" Wir sollte…","rt @ joerg_spengler : # coalexit :  end , €40 billion will used save fewer 50,000 jobs .  should…",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2087,2087,2088.0,282373.0,Deutschland,2020-01-16 14:08:56+00:00,511.638.175,104.478.313,605733.0,"RT @VQuaschning: Kleiner Funfact zum #Kohleausstieg: Regierung plant so wenig #Photovoltaik und #Windkraft, dass Kohleausstieg gar nicht re…",rt @ vquaschning : little fun fact # coal phase-out : government planning little # photovoltaics # wind power coal phase-out even rea ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,27
2088,2088,2089.0,282383.0,Deutschland,2020-01-16 13:40:15+00:00,511.638.175,104.478.313,734650.0,"Heute 18 Uhr ist eine Bürgerinformationveranstaltung zum geplanten Windpark Lußhardt. Die große Mehrheit der Bürger lehnt das nicht ab, die anderen schreien nur lauter!
 https://t.co/rSn7ft9dqm",today 6 p.m. will public information meeting planned lußhardt wind farm . vast majority residents nt oppose ; others just shouting louder !,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2089,2089,2090.0,282398.0,Germany,2020-01-16 13:00:33+00:00,511.638.175,104.478.313,257781.0,"Ebert Erneuerbare Energien veräußert Teilabschnitt des Windpark Grohnde mit 10,35 MW an Trianel - Ca... https://t.co/nPMsuKuM1q",ebert renewable energies sells part 10.35 mw grohnde wind farm trianel - ca ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,24
2090,2090,2091.0,282405.0,Deutschland,2020-01-16 12:45:52+00:00,511.638.175,104.478.313,595059.0,RT @carla_reemtsma: Eine Handvoll besorgte Bürger haben Angst vor angeblichen Windradwellen und gleich kommen Politiker um die Ecke &amp; beend…,"rt @ carla_reemtsma : handful concerned citizens afraid alleged wind turbine waves , politicians come around corner & amp ; end ...",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,67
2091,2091,2092.0,282413.0,Deutschland,2020-01-16 12:18:26+00:00,511.638.175,104.478.313,880756.0,"„Dörfer müssen weg!“
FFF fordert Beseitigung von Dörfern für #Windkraft- und schrieb zuvor von „Infrarot-Strahlung von Windrädern“
Wann kommt die Forderung „Landbewohner müssen weg“? https://t.co/jlEZgTz3A6 https://t.co/MhjiujgDpS",`` villages must go !  fff calls removal villages # wind power – previously wrote `` infrared radiation wind turbines .  will demand `` rural residents must go  come ?,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2092,2092,2093.0,282421.0,Deutschland,2020-01-16 12:02:55+00:00,511.638.175,104.478.313,379754.0,RT @carla_reemtsma: Eine Handvoll besorgte Bürger haben Angst vor angeblichen Windradwellen und gleich kommen Politiker um die Ecke &amp; beend…,"rt @ carla_reemtsma : handful concerned citizens afraid alleged wind turbine waves , politicians come around corner & amp ; end ...",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,67
2093,2093,2094.0,282429.0,Deutschland,2020-01-16 11:48:51+00:00,511.638.175,104.478.313,802538.0,"@KernenergieNews @weigl_ @NZZ Richtig, die Windenergie ist jedenfalls kein Ersatz für fossile Brennstoffe. 
https://t.co/zswOObzuSU","@ kernenergienews @ weigl_ @ nzz correct , wind energy certainly substitute fossil fuels .",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2094,2094,2095.0,282438.0,Deutschland,2020-01-16 11:28:01+00:00,511.638.175,104.478.313,922061.0,@sedremier @TiloJung Wieviel km2 Wald muss abgeholzt werden um den Energiewegfall mit Windkraft auszugleichen und wieviel co2 wird dadurch freigesetzt ?,@ sedremier @ tilojung many km2 forest must cleared compensate loss energy wind power much co2 released result ?,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,64
2095,2095,2096.0,282455.0,Germany,2020-01-16 10:44:16+00:00,511.638.175,104.478.313,703977.0,"RT @VQuaschning: Kleiner Funfact zum #Kohleausstieg: Regierung plant so wenig #Photovoltaik und #Windkraft, dass Kohleausstieg gar nicht re…",rt @ vquaschning : little fun fact # coal phase-out : government planning little # photovoltaics # wind power coal phase-out even rea ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,27
2096,2096,2097.0,282463.0,Germany,2020-01-16 10:24:59+00:00,511.638.175,104.478.313,939318.0,"RT @VQuaschning: Kleiner Funfact zum #Kohleausstieg: Regierung plant so wenig #Photovoltaik und #Windkraft, dass Kohleausstieg gar nicht re…",rt @ vquaschning : little fun fact # coal phase-out : government planning little # photovoltaics # wind power coal phase-out even rea ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,27
2097,2097,2098.0,282470.0,Germany,2020-01-16 10:09:01+00:00,511.638.175,104.478.313,754828.0,"RT @VQuaschning: Kleiner Funfact zum #Kohleausstieg: Regierung plant so wenig #Photovoltaik und #Windkraft, dass Kohleausstieg gar nicht re…",rt @ vquaschning : little fun fact # coal phase-out : government planning little # photovoltaics # wind power coal phase-out even rea ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,27
2098,2098,2099.0,282488.0,Deutschland,2020-01-16 09:51:48+00:00,511.638.175,104.478.313,390005.0,"@Schmidtlepp Wer entschädigt eigentlich die tausenden Arbeiter, die ihren Job in der Windkraft- und Solarenergie verloren haben?",@ schmidtlepp actually compensates thousands workers lost jobs wind solar energy sectors ?,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,14
2099,2099,2100.0,282492.0,Germany,2020-01-16 09:42:23+00:00,511.638.175,104.478.313,737964.0,"RT @VQuaschning: Kleiner Funfact zum #Kohleausstieg: Regierung plant so wenig #Photovoltaik und #Windkraft, dass Kohleausstieg gar nicht re…",rt @ vquaschning : little fun fact # coal phase-out : government planning little # photovoltaics # wind power coal phase-out even rea ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,27
2100,2100,2101.0,282506.0,Deutschland,2020-01-16 09:07:16+00:00,511.638.175,104.478.313,974604.0,RT @peter_simone: Zusammen für einen zukunftsfähigen Industriestandort und Klimaschutz: BEE und Stiftung #Offshore-#Windenergie. Für den #E…,rt @ peter_simone : together sustainable industrial location climate protection : bee # offshore- # windenergie foundation . # e…,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,21
2101,2101,2102.0,282519.0,Deutschland,2020-01-16 08:27:09+00:00,511.638.175,104.478.313,911940.0,"RT @joerg_spengler: #Kohleausstieg: 
""Am Ende werden 40 Mrd € für den Erhalt von nicht einmal 50.000 Arbeitsplätzen eingesetzt."" Wir sollte…","rt @ joerg_spengler : # coalexit :  end , €40 billion will used save fewer 50,000 jobs .  should…",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2102,2102,2103.0,282529.0,Deutschland,2020-01-16 07:55:52+00:00,511.638.175,104.478.313,969365.0,"Deutliche Vereinfachung der #Regulierung im #Energiemarkt fordert Wissenschaftsinitiative #Esys: mehr dezentrale systemdienliche #Stromerzeugung, Festhalten am #Netzausbau, höherer #CO2-Preis, #PowerToGas, Speicher, mehr Windkraft auch an Land.
So @cschaudwet @TspBackgroundEK","scientific initiative # esys calls significant simplification # regulation # energy market : decentralized , system-friendly # power generation , continued # grid expansion , higher # co2 prices , # powertogas , storage , onshore wind power . @ cschaudwet @ tspbackgroundek",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2103,2103,2104.0,282538.0,Deutschland,2020-01-16 07:36:49+00:00,511.638.175,104.478.313,437903.0,"RT @KoelleForFuture: ""Pariser Klimaziele werden erreicht"" twittert MP #Laschet.
Na, da sind wir aber beruhigt!

#NichtMeinKlimapaket
#kohle…","rt @ koelleforfuture : `` paris climate goals will achieved ,  tweets mp # laschet . well , s relief ! # notmyclimatepackage # coal…",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,39
2104,2104,2105.0,282554.0,Deutschland,2020-01-16 06:46:02+00:00,511.638.175,104.478.313,156627.0,"RT @ChristophBeisl1: bis spätestens 2030.
Besser wäre ein Komplettausstieg bis 2025, das wäre auch möglich, wenn man der Windkraft wieder e…","rt @ christophbeisl1 : 2030 latest . complete phase-out 2025 better , also possible wind power given new lease life .",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,27
2105,2105,2106.0,282560.0,Germany,2020-01-16 06:26:40+00:00,511.638.175,104.478.313,902468.0,RT @jdoeschner: Seit 2017 hat d #Windkraft-Branche knapp 30.000 #Arbeitsplätze verloren - für d #Kohleaustieg bis 2038(!) wurden zur Abfede…,"rt @ jdoeschner : since 2017 , # windpower industry lost almost 30,000 # jobs - cushion # coal phase-out 2038 ( ! ) ...",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,14
2106,2106,2107.0,282564.0,Deutschland,2020-01-15 22:39:30+00:00,511.638.175,104.478.313,728802.0,"@juramarvers @kurtsundgut Wie viele Menschen *wissen*, dass wir innerhalb weniger Jahre die PV + Windkraft verzehnfachen und den Energiebedarf halbieren müssen? Wie viele jammern noch ""im winter bla Radfahren""? Oder ""nur noch 3x im Jahr fliegen""?",@ juramarvers @ kurtsundgut many people * know * need increase pv wind power tenfold halve energy demand within years ? many still complaining `` cycling winter  ? `` flying three times year  ?,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,0
2107,2107,2108.0,282576.0,Deutschland,2020-01-15 20:40:58+00:00,511.638.175,104.478.313,974604.0,"RT @BWEeV: Die Präsidentin unseres Dachverbands @bEEmerkenswert, @peter_simone, macht im Interview mit @DLF klar: "" Wir brauchen ein Zeit u…","rt @ bweev : president umbrella organization @ beemerkenswert , @ peter_simone , makes clear interview @ dlf : `` need time ...",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,12
2108,2108,2109.0,282580.0,Deutschland,2020-01-15 19:53:52+00:00,511.638.175,104.478.313,28568.0,„Landesregierung Hessen: Für den Geo Naturpark Breuberg - gegen den Windpark” - Jetzt unterschreiben! https://t.co/d2XMV4AJvU via @ChangeGER,`` state government hesse : breuberg geo nature park - wind farm  - sign now ! via @ changeger,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,40
2109,2109,2110.0,282596.0,Deutschland,2020-01-15 18:07:50+00:00,511.638.175,104.478.313,95718.0,"Die #CDU will den #Solardeckel nur abschaffen, wenn die #SPD Zugeständnisse zu Einschnitten bei der #Windkraft macht. 
Das stößt auf heftige Kritik in der #Solarbranche, bei #Handwerks- und #Energieverbände und bei #Umwelt- und #Verbraucherschützern.

https://t.co/Xmf3d73ZYb https://t.co/sffnFe4DmA","# cdu wants abolish # solar cap # spd makes concessions cuts # wind power . met fierce criticism # solar industry , # trade # energy associations , # environmental # consumer advocates .",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,7
2110,2110,2111.0,282608.0,Deutschland,2020-01-15 16:30:00+00:00,511.638.175,104.478.313,380205.0,Durch #Energiewende und Umstieg auf erneuerbare Energien steigt auch der allgemeine Bedarf an grünem #Strom ⚡❗ Experten warnen vor einer #Ökostrom-Lücke 😮 #Solarenergie und #Windkraft benötigen einen Schub 🌬🌞https://t.co/Uh72qKNO20,"due # energytransition switch renewable energies , general demand green # electricity also increasing ⚡❗ experts warn # greenelectricity gap 😮 # solarenergy # windpower need boost 🌬🌞",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,0
2111,2111,2112.0,282612.0,Germany,2020-01-15 16:08:30+00:00,511.638.175,104.478.313,111296.0,"Zumal es auch wenig Sinn macht,da,wo dichte Wälder und wenig Durchschnitts-Windaufkommen vorhanden sind,überhaupt Windenergie zu  gewinnen. 
Erfahrungsgemäß gibt es in den Küstenbereichen das meiste regelmäßige Windaufkommen. 

Auf Sylt weht auch immer eine steife Brise.... https://t.co/hvWd9QjHwh",especially since makes little sense generate wind energy dense forests low average wind speeds . experience shown regular wind speeds occur coastal areas . s always stiff breeze sylt ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,10
2112,2112,2113.0,282618.0,Deutschland,2020-01-15 15:41:54+00:00,511.638.175,104.478.313,111375.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2113,2113,2114.0,282622.0,Deutschland,2020-01-15 15:18:13+00:00,511.638.175,104.478.313,863879.0,RT @phdsun: Fossile KWK wird in Deutschland bis zu 7-mal stärker gefördert als Photovoltaik. Eindeutig falsche Prioritätensetzung oder Unte…,rt @ phdsun : fossil chp subsidized seven times germany photovoltaics . clearly wrong prioritization ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,57
2114,2114,2115.0,282632.0,Deutschland,2020-01-15 14:41:44+00:00,511.638.175,104.478.313,497350.0,"RT @VQuaschning: Die @cducsubt will 52-GW-PV-Deckel, eine radikale Ausbaubremse der #Photovoltaik, nur aufheben, wenn dafür eine neue Ausba…","rt @ vquaschning : @ cducsubt wants lift 52 gw pv cap , radical brake expansion # photovoltaics , requires new expansion…",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,9
2115,2115,2116.0,282645.0,Deutschland,2020-01-15 13:58:39+00:00,511.638.175,104.478.313,295775.0,"Jetzt noch schnell anmelden und ein vergünstigtes Frühbucher-Ticket sichern! 
👉https://t.co/Fs7tfNp76E https://t.co/0P3BMCnip8",register now secure discounted early bird ticket ! 👉,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,11
2116,2116,2117.0,282653.0,Deutschland,2020-01-15 13:09:46+00:00,511.638.175,104.478.313,497981.0,"RT @KlimawendeK: Wie viel Photovoltaik in Köln und Windkraft im Rheinland muss die @RheinEnergie hinzubauen, damit sie die Stadt @Koeln mit…",rt @ klimawendek : much photovoltaics cologne wind power rhineland @ rheinenergie need add supply city @ koeln with…,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2117,2117,2118.0,282660.0,Deutschland,2020-01-15 12:41:30+00:00,511.638.175,104.478.313,179228.0,"@HugoMuellerVogg @Luisamneubauer Beispiel: So zerstöre ich eine Exportnation! Oder: zurück in die Vergangenheit! ! Gegen: Windkraft, Solar, Kohle, Kernkraft, Stromleitungen, Autos, Landwirtschaft!  Mir persönlich ist es mittlerweile egal,- ich bin Rentner....","@ hugomuellervogg @ luisamneubauer example : destroy export nation ! : back past ! : wind power , solar , coal , nuclear power , power lines , cars , agriculture ! personally , nt care anymore—i m retired ...",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,14
2118,2118,2119.0,282670.0,Germany,2020-01-15 11:37:15+00:00,511.638.175,104.478.313,582513.0,"@FFF_Frankfurt @Der1Horn @SavOurPla @Barbara_Schnell @bremenforfuture Man kann aber auch ein system dahingehend ändern dass es das richtige tut anstelle von gar nichts mehr.
Offshore Windparks wie Northwester 2 würde es ohne Konzerne und Kapitalismus auch nicht geben.
https://t.co/YReY8TvtY7",@ fff_frankfurt @ der1horn @ savourpla @ barbara_schnell @ bremenforfuture can also change system right thing instead nothing . offshore wind farms like northwester 2 nt exist without corporations capitalism .,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2119,2119,2120.0,282674.0,Deutschland,2020-01-15 11:08:16+00:00,511.638.175,104.478.313,8639.0,"Neuer Rekord in Dänemark 🇩🇰: 47 % seines Stromverbrauchs bezog das Land 2019 aus #Windenergie – durch starke Kostensenkungen und verbesserte Offshore-Technologien. 2018 lag der Anteil der Windenergie noch bei 41 %. 💨

Hier nachlesen: https://t.co/tzArZbSNKr #Energiewende https://t.co/UlAEpXXtEj","new record denmark 🇩🇰 : country generated 47 % electricity consumption # wind energy 2019 – thanks significant cost reductions improved offshore technologies . 2018 , share wind energy still 41 % . 💨 read : # energytransition",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,13
2120,2120,2121.0,282687.0,Deutschland,2020-01-15 09:58:11+00:00,511.638.175,104.478.313,76002.0,"RT @LEE_NRW: Die Mehrheit der FAZ-Leser stimmt uns laut Barometer zu. Und die Alternativen stehen bereit. #ErneuerbareEnergien ausbauen, ra…","rt @ lee_nrw : according barometer , majority faz readers agree us . alternatives ready . expand # renewableenergy , ra ...",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,0
2121,2121,2122.0,282700.0,Germany,2020-01-15 09:04:52+00:00,511.638.175,104.478.313,207980.0,Boom im Auftragseingan des Windradherstellers #Nordex im letzten Jahr könnte finanzielle Erholung einleiten. https://t.co/dL1Vg2oZdL #windkraft @WindEurope @BWEeV,boom order intake wind turbine manufacturer # nordex last year herald financial recovery . # windkraft @ windeurope @ bweev,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2122,2122,2123.0,282706.0,Deutschland,2020-01-15 08:55:58+00:00,511.638.175,104.478.313,276475.0,"123 Anträge für #Solarspeicher hat das Landesverwaltungsamt Sachsen-Anhalt seit Einführung des Förderprogramms im Oktober 2019 verzeichnet. Damit verbunden sei eine Fördersumme von 216.000 €, so die Bilanz der Behörde nach 3 Monaten https://t.co/DD13lGPhKg #Erneuerbare","saxony-anhalt state administration office recorded 123 applications # solar storage since launch funding program october 2019 . represents funding amount €216,000 , according authority s balance sheet 3 months # renewable",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,57
2123,2123,2124.0,282713.0,Deutschland,2020-01-15 08:22:23+00:00,511.638.175,104.478.313,701821.0,RT @windkraftblog: BayWa r.e. realisiert und verkauft österreichisches Windprojekt auf 1.400 Metern Höhe - https://t.co/ZIR6iOKkUB,"rt @ windkraftblog : baywa r.e . realizes sells austrian wind project 1,400 meters altitude -",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,4
2124,2124,2125.0,282734.0,Deutschland,2020-01-15 06:12:27+00:00,511.638.175,104.478.313,379129.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2125,2125,2126.0,282743.0,Deutschland,2020-01-15 03:50:07+00:00,511.638.175,104.478.313,164957.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2126,2126,2127.0,282749.0,Deutschland,2020-01-15 02:12:18+00:00,511.638.175,104.478.313,127094.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2127,2127,2128.0,282757.0,Deutschland,2020-01-14 22:58:32+00:00,511.638.175,104.478.313,517592.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2128,2128,2129.0,282767.0,Deutschland,2020-01-14 21:51:01+00:00,511.638.175,104.478.313,26652.0,"RT @kaffeecup: ▸ Deutsche essen 60 Kilogramm Fleisch pro Jahr

▸ bayrische Regierung ignoriert Diesel-Fahrverbote

▸ Ausbau der Windenergie…",rt @ kaffeecup : ▸ germans eat 60 kilograms meat per year ▸ bavarian government ignores diesel driving bans ▸ expansion wind energy ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,9
2129,2129,2130.0,282778.0,Germany,2020-01-14 21:01:52+00:00,511.638.175,104.478.313,289888.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2130,2130,2131.0,282784.0,Deutschland,2020-01-14 20:37:03+00:00,511.638.175,104.478.313,276276.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2131,2131,2132.0,282791.0,Deutschland,2020-01-14 20:18:28+00:00,511.638.175,104.478.313,156627.0,"@VERNUNFTKRAFTBB @TspBackgroundEK @cschaudwet @BMWi_Bund @p4fBerlin @Parents4futureM @p4fdortmund @PFFSaarland @P4F_Heidelberg @P4FChemnitz @ForRostock @P4F_Leipzig @p4f_Kreis_GT @Jumpsteady 🤣🤣🤣 Ihr ""Kritiker"" aus eurem Astroturfing-Anti-Windkraft-Verein, - heult bitte leise... 

▶️ https://t.co/YaZbN9pnYO

Blockgeräusch …3…2…1
🎶🎇🚀🎆🤷🏽‍♂️🤷🏿‍♀️","@ vernunftkraftbb @ tspbackgroundek @ cschaudwet @ bmwi_bund @ p4fberlin @ parents4futurem @ p4fdortmund @ pffsaarland @ p4f_heidelberg @ p4fchemnitz @ forrostock @ p4f_leipzig @ p4f_kreis_gt @ jumpsteady 🤣🤣🤣 `` critics  astroturfing anti-wind power association , please cry quietly ... ▶️ block noise ... 3 ... 2 ... 1 🎶🎇🚀🎆🤷🏽‍♂️🤷🏿‍♀️",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,35
2132,2132,2133.0,282800.0,Germany,2020-01-14 19:50:32+00:00,511.638.175,104.478.313,500857.0,"RT @kaffeecup: ▸ Deutsche essen 60 Kilogramm Fleisch pro Jahr

▸ bayrische Regierung ignoriert Diesel-Fahrverbote

▸ Ausbau der Windenergie…",rt @ kaffeecup : ▸ germans eat 60 kilograms meat per year ▸ bavarian government ignores diesel driving bans ▸ expansion wind energy ...,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,9
2133,2133,2134.0,282805.0,Deutschland,2020-01-14 19:39:50+00:00,511.638.175,104.478.313,513224.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2134,2134,2135.0,282814.0,Deutschland,2020-01-14 19:24:30+00:00,511.638.175,104.478.313,420855.0,"Wo ist #LangstreckenLuisa, wenn man sie mal braucht?!
#Klimahysterie #Klimaklage #Windkraft https://t.co/7vu3x4HCbi",s # longdistanceluisa need ? ! # climatehysteria # climatelawsuit # windpower,POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,31
2135,2135,2136.0,282826.0,Germany,2020-01-14 18:45:00+00:00,511.638.175,104.478.313,180691.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
2136,2136,2137.0,282839.0,Deutschland,2020-01-14 18:16:16+00:00,511.638.175,104.478.313,627606.0,"RT @olivergorus: Wußten Sie,

* daß e 2-MW-Windkraftanlage aus ca 250t Stahl besteht?

* daß d Herstellung v 1t Stahl 0,5t Kohle benötigt?…","rt @ olivergorus : know , * 2 mw wind turbine consists approximately 250 tons steel ? * production 1 ton steel requires 0.5 tons coal ? …",POINT (10.4478313 51.1638175),2020-01,2.0,DE,1,-1
